paper_id	affiliation_string	labels	labels_name	institution1	institution2	dataset
W4212859562	Sports Medical Research Group, Department of Orthopedics, Balgrist University Hospital, University of Zurich, 8008 Zurich, Switzerland	[202697423, 4210124057]	['202697423 - University of Zurich']	University of Zurich	Universitätsklinik Balgrist	cwts_multi_inst_related
W2989390153	Department of Orthopaedics, Balgrist University Hospital, University of Zurich, Forchstrasse 340, CH-8008 Zurich, Switzerland	[202697423, 4210124057]	['202697423 - University of Zurich']	University of Zurich	Universitätsklinik Balgrist	cwts_multi_inst_related
W2117192488	Experimental Infectious Diseases and Cancer Research, University Children's Hospital of Zurich, University of Zurich, Zurich, Switzerland	[4210128593, 202697423]	["4210128593 - University Children's Hospital Zurich", '202697423 - University of Zurich']	University of Zurich	University Children's Hospital Zurich	cwts_multi_inst_related
W2954992356	Department of Intensive Care Medicine, Inselspital Bern University Hospital, University of Bern Bern Switzerland	[2801112126, 118564535]	['2801112126 - University Hospital of Bern', '118564535 - University of Bern']	University of Bern	University Hospital of Bern	cwts_multi_inst_related
W4229000569	Department of General Internal Medicine, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland.	[2801112126, 118564535]	['2801112126 - University Hospital of Bern', '118564535 - University of Bern']	University of Bern	University Hospital of Bern	cwts_multi_inst_related
W3121341131	Department of Cardiovascular Surgery, Centre for Congenital Heart Disease, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland	[2801112126, 118564535]	['2801112126 - University Hospital of Bern', '118564535 - University of Bern']	University of Bern	University Hospital of Bern	cwts_multi_inst_related
W4200061336	Department of Intensive Care Medicine, Inselspital, Bern University Hospital, University of Bern, Switzerland	[2801112126, 118564535]	['2801112126 - University Hospital of Bern', '118564535 - University of Bern']	University of Bern	University Hospital of Bern	cwts_multi_inst_related
W4225269307	Department of Ophthalmology, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland	[2801112126, 118564535]	['2801112126 - University Hospital of Bern', '118564535 - University of Bern']	University of Bern	University Hospital of Bern	cwts_multi_inst_related
W3081864902	Department of Emergency Medicine, Inselspital, University Hospital Bern, University of Bern, Bern, Switzerland	[2801112126, 118564535]	['2801112126 - University Hospital of Bern', '118564535 - University of Bern']	University of Bern	University Hospital of Bern	cwts_multi_inst_related
W2887118707	Department of Otorhinolaryngology, Head and Neck Surgery, Inselspital Bern University Hospital, University of Bern  Bern Switzerland	[2801112126, 118564535]	['2801112126 - University Hospital of Bern', '118564535 - University of Bern']	University of Bern	University Hospital of Bern	cwts_multi_inst_related
W2268095158	Department of Gastroenterology and Hepatology, c, Clinical School of Nanjing, Second Military Medical University, Nanjing, Jiangsu, China	[4210138078, 177933477]	['4210138078 - Second Affiliated Hospital of Nanjing Medical University', '177933477 - Second Military Medical University']	Second Military Medical University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W2134782696	Department of Neurosurgery Jinling Hospital, School of Medicine, Nanjing University Nanjing Jiangsu Province China	[881766915, 2799773085]	['881766915 - Nanjing University', '2799773085 - Nanjing General Hospital of Nanjing Military Command']	Nanjing University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W2793763910	Department of Medical Oncology, Jinling Hospital, Medical School of Nanjing University , Nanjing, People's Republic of China .	[83519826, 881766915, 2799773085]	['83519826 - Nanjing Medical University', '881766915 - Nanjing University']	Nanjing University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W2056174948	Department of Medical Imaging, Jinling Hospital, Medical School of Nanjing University , Nanjing, Jiangsu 210002, China.	[83519826, 881766915, 2799773085]	['83519826 - Nanjing Medical University', '881766915 - Nanjing University', '2799773085 - Nanjing General Hospital of Nanjing Military Command']	Nanjing University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W1928279157	Department of Medical Imaging, Jinling Hospital, Medical School of Nanjing University, Nangjing, Jiangsu 210002, P.R. China	[881766915, 2799773085]	['881766915 - Nanjing University', '2799773085 - Nanjing General Hospital of Nanjing Military Command']	Nanjing University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W4221023978	Department of Cardiothoracic Surgery, Jinling Hospital, Medical School of Nanjing University, Nanjing, China.	[881766915, 2799773085]	['881766915 - Nanjing University', '2799773085 - Nanjing General Hospital of Nanjing Military Command']	Nanjing University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W4298088044	Research Institute of General Surgery, Jinling Hospital, Medical School of Nanjing University, Nanjing, Jiangsu, China.	[83519826, 881766915, 2799773085]	['83519826 - Nanjing Medical University', '881766915 - Nanjing University', '2799773085 - Nanjing General Hospital of Nanjing Military Command']	Nanjing University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W2336458771	Department of Neurosurgery, Jinling Hospital, Medical School of Nanjing University, Nanjing, China	[881766915, 2799773085]	['881766915 - Nanjing University', '2799773085 - Nanjing General Hospital of Nanjing Military Command']	Nanjing University	Nanjing General Hospital of Nanjing Military Command	cwts_multi_inst_related
W2766646665	Center of Infectious Diseases, West China Hospital, Sichuan University, Chengdu, China	[4210089761, 24185976]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W2027108172	#Laboratory of Anesthesia and Critical Care Medicine, Translational Neuroscience Center, West China Hospital, Sichuan University, Chengdu 610041, China.	[4210089761, 24185976]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W1490146911	Center of Infectious Diseases, West China Hospital, Sichuan University, Chengdu, Sichuan 610041, P. R. China.	[4210089761, 24185976]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W2917174964	Department of Internal Medicine, No. 4 West China Teaching Hospital, Sichuan University, Chengdu, Sichuan 610041, China	[24185976, 4210089761]	['24185976 - Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W3111253876	Laboratory of Aging Research and Cancer Drug Target, State Key Laboratory of Biotherapy and Cancer Center, National Clinical Research Center for Geriatrics, West China Hospital, Sichuan University, 610041, Sichuan, Chengdu, China.	[24185976, 4210089761]	['24185976 - Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W3214918875	West China Brain Research Centre, West China Hospital, Sichuan University, 37 Guoxuexiang Street, Chengdu, 610041, Sichuan, China.	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W2911410533	Department of Liver Surgery, West China Hospital, Sichuan University, Chengdu 610041, Sichuan, China.	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W3134842887	Frontiers Science Center for Disease-related Molecular Network, Institutes for Systems Genetics, West China Hospital, Sichuan University, Chengdu, China	[24185976, 4210089761]	['24185976 - Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W4200199553	Department of Orthopaedics West China Hospital/West China School of Medicine, Sichuan University  Chengdu China	[24185976, 4210089761]	['24185976 - Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W4281262832	Department of Biotherapy, Cancer Center, West China Hospital, Sichuan University, Chengdu, China.	[24185976, 4210089761]	['24185976 - Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W1958673673	Department of Endocrinology and Metabolism, Diabetic Foot Care Center, West China Hospital, Sichuan University, Chengdu, China.	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W3210692125	Department of Neurology West China Hospital Sichuan University Chengdu China	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W2343240787	Department of Neurology West China Hospital Sichuan University Chengdu Sichuan People’s Republic of China	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W2917714469	Center of Cerebrovascular Diseases, Department of Neurology, West China Hospital, Sichuan University, Chengdu, Sichuan, China.	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W3042675424	Hematology Department, West China Hospital, Sichuan University, Chengdu, China.	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W1916945511	Department of Neurology, West China Hospital, Si Chuan University, Chengdu, Sichuan, PR China.	[24185976, 4210089761]	['4210089761 - West China Hospital of Sichuan University']	Sichuan University	West China Hospital of Sichuan University	cwts_multi_inst_related
W1606882944	Department of Medicine, University of Hong Kong, Queen Mary Hospital, Hong Kong - China	[2800810863, 889458895]	['2800810863 - Queen Mary Hospital', '889458895 - University of Hong Kong']	University of Hong Kong	Queen Mary Hospital	cwts_multi_inst_related
W2110499245	Department of Surgery, Centre for the Study of Liver Disease, University of Hong Kong Medical Centre, Queen Mary Hospital, Hong Kong.	[889458895, 2800810863]	['889458895 - University of Hong Kong']	University of Hong Kong	Queen Mary Hospital	cwts_multi_inst_related
W2112188882	Department of Microbiology, Queen Mary Hospital, University of Hong Kong, Pokfulam, Hong Kong SAR.	[889458895, 2800810863]	['889458895 - University of Hong Kong']	University of Hong Kong	Queen Mary Hospital	cwts_multi_inst_related
W3103332982	Department of Pharmacy, Peking Union Medical Colleague Hospital, Chinese Academy of Medical Science, Beijing, China.	[2801228662, 200296433]	['2801228662 - Peking Union Medical College Hospital']	Chinese Academy of Medical Sciences & Peking Union Medical College	Peking Union Medical College Hospital	cwts_multi_inst_related
W2124791532	Shanghai Key Laboratory of Gastric Neoplasms, Department of Surgery, Shanghai Institute of Digestive Surgery, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai 200025, China.	[2801556517, 183067930]	['2801556517 - Ruijin Hospital', '183067930 - Shanghai Jiao Tong University']	Shanghai Jiao Tong University	Ruijin Hospital	cwts_multi_inst_related
W3177147918	Department of Neurosurgery, Center for Functional Neurosurgery, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China.	[2801556517, 183067930]	['2801556517 - Ruijin Hospital', '183067930 - Shanghai Jiao Tong University']	Shanghai Jiao Tong University	Ruijin Hospital	cwts_multi_inst_related
